Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
티니핑분장,"하츄핑, 파산핑, 등골브레이커, 코스프레, 동심",애니메이션 '캐치! 티니핑' 캐릭터 분장을 하는 것 (성인들도 함).,"할로윈이나 행사 때 귀여운 캐릭터로 분장하거나, 조카/자녀와 놀아줄 때.","""이번 체육대회 때 부장님이 티니핑 분장 하신대.""",어린이 대상 캐릭터이므로 분장이 너무 기괴하거나 혐오감을 주지 않도록 수위 조절 필요.,캐치! 티니핑,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 요즘 아이들 대통령이 '티니핑'임을 알면 부모 세대와 대화 가능.,"[30-40대: 부모] 자녀 선물 고민하는 상사에게 ""요즘 티니핑이 대세라면서요? 파산핑이라던데""라고 공감.",귀여움/동심,캐릭터
까탈레나챌린지,"오렌지캬라멜, 춤, 비명, 밈, 역주행",오렌지캬라멜의 '까탈레나' 도입부 비명과 춤을 따라 하는 챌린지.,숏폼에서 친구들과 웃긴 춤을 출 때.,"""우리도 까탈레나 챌린지 찍어볼까? 으악!""","원곡의 B급 감성을 잘 살려야 하며, 너무 진지하게 추면 오히려 밈의 맛이 살지 않음.",틱톡/릴스,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 10년 전 노래가 다시 유행하는 현상.,"[20-40대: 추억] 회식 노래방에서 분위기 띄울 때 ""요즘 다시 뜨는 까탈레나 가시죠!""라고 제안.",유쾌/댄스,챌린지
슴콘,"SM타운, 콘서트, 핑크블러드, 광야, 소속사","""SM Town 콘서트""의 줄임말. SM 엔터테인먼트 소속 가수 합동 공연.",SM 가수들을 좋아하는 팬들이 모이는 축제를 말할 때.,"""올해 슴콘 라인업 봤어? 무조건 간다.""","타 기획사 콘서트를 부를 때는 사용하지 않으며, 오직 SM 아티스트들이 모이는 행사에만 사용함.",아이돌 팬덤,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 대형 기획사 콘서트를 지칭하는 팬덤 용어.,[10-30대: K-POP 팬] -,열정/행사,아이돌
꺽어,"마셔, 술자리, 댄스, 손목, 스냅","술을 마시거나(잔을 꺾다), 춤 동작에서 관절을 꺾는 행위.","술자리에서 원샷을 유도하거나, 격한 춤을 묘사할 때.","""자, 분위기 좋고! 다 같이 꺾어!""",강요하면 꼰대 됨.,술자리 은어,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe] 술자리 분위기를 띄우는 강한 표현이나 강요는 금물.,"[20대 이상: 회식] 즐거운 분위기에서 건배할 때 ""시원하게 꺾읍시다!""라고 제안.",호탕/흥,술/댄스
갓구운베이글,"베이글녀, 런던베이글, 신선함, 따끈따끈, 갓 나온",1. 문자 그대로 맛있는 빵. 2. '베이글녀(베이비페이스+글래머)'의 변형 혹은 갓 데뷔한 신선한 인물.,"맛있는 빵을 먹거나, 막 시작된 따끈따끈한 콘텐츠/신인을 소개할 때.","""이 아이돌 완전 갓 구운 베이글 같네. 신선하다.""",성적인 뉘앙스(베이글녀)로 사용할 때는 직장 내 사용 주의.,베이글 유행 + 신조어,"[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] '갓(God)'과 '신선함'을 강조하는 표현으로, 맛집이나 신인을 칭찬할 때 씀.","[전 연령대: 음식/트렌드] 점심시간에 핫한 빵집에 갔을 때 ""갓 구운 베이글이라 더 맛있네요""라고 하면 자연스러움.",감탄/비유,음식/인물
그대들은어떻게살것인가,"미야자키 하야오, 인생 질문, 제목 패러디, 점심 메뉴, 난제","미야자키 하야오의 영화 제목을 패러디하여, 사소한 선택을 철학적인 척 물어보는 밈.","점심 메뉴를 고르거나, 황당한 상황에 처했을 때 비장하게 질문함.","""치킨이 한 조각 남았다. 그대들은 어떻게 살 것인가.""",너무 진지한 인생 상담에 쓰면 장난치는 것처럼 보임.,영화 제목 패러디,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 사소한 결정을 거창하게 포장하여 웃음을 유발.,"[20-40대: 영화 인지] 탕수육 소스를 부을지 찍을지 고민될 때 ""부먹인가 찍먹인가, 그대들은 어떻게 살 것인가""라고 드립.",비장/유머,패러디
하면하지,"안 하면 안 하지, 쿨함, 단순함, 가사, 챌린지",복잡하게 생각하지 않고 상황을 단순하게 받아들이는 쿨한 태도. (노래 가사/리듬).,고민 상담을 해주거나 자신의 결단력을 보여줄 때 리듬감 있게 말함.,"""고민해서 뭐 해? 하면 하지! 안 하면 안 하지!""",너무 진지한 비즈니스 협상이나 격식을 차려야 하는 자리에서 쓰면 가벼워 보일 수 있음.,틱톡/릴스 챌린지,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 복잡한 고민을 단순명쾌하게 정리해 주는 리더십 있는 멘트.,"[10-20대: 챌린지] 우유부단한 동료에게 ""심플하게 갑시다. 하면 하고, 말면 말고!""라고 조언.",단호/쿨,챌린지
언니가어려워?,"센 언니, 기강, 환불원정대, 카리스마, 서열","""내가 어렵니?""라고 묻는 카리스마 있는 언니(선배)의 밈.",후배가 어려워하거나 쭈뼛거릴 때 장난스럽게 분위기를 풀거나 기강 잡을 때.,"""왜 말을 못 해? 언니가 어려워? 편하게 해.""",진짜 무서운 선배가 쓰면 공포 분위기 조성.,예능/드라마 명대사,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 후배와의 거리감을 좁히기 위해 선배가 먼저 던지는 농담.,"[20-40대: 여성] 후배가 긴장해 있을 때 ""김 대리, 누나가 어려워? 밥이나 먹자""라고 쿨하게.",카리스마/친근,대사
미안하다이거보여주려고어그로끌었다,"나루토, 싸움수준실화냐, 어그로, 낚시, 명문","게시물 제목으로 낚시(어그로)를 한 뒤, 본문에서 특정 대상을 찬양하는 전설적인 꾸준글.",엄청난 소식이나 대단한 장면을 소개할 때 서두에 붙이는 관용구.,"""미안하다 이거 보여주려고 어그로 끌었다. 우리 팀 실적 실화냐?""",진짜 심각한 뉴스인 척 낚시하면 욕먹음.,디시인사이드 (나루토),[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 주목을 끌기 위한 장난스러운 낚시 멘트.,"[10-30대: 커뮤니티] 발표 시작 전 ""미안합니다, 이 성과 보여주려고 어그로 끌었습니다""라고 하면 빵 터짐.",비장/반전,드립
분노미끼(Ragebait),"어그로, 분노 유발, 클릭질, 바이럴, 노이즈 마케팅",일부러 사람들을 화나게 만들어 댓글과 조회수를 유도하는 콘텐츠.,말도 안 되는 주장을 하는 영상을 보며 비판할 때.,"""저거 완전 분노 미끼네. 댓글 달지 말고 무시해.""","단순히 화가 나는 뉴스를 지칭하는 것이 아니라, '의도적으로 설계된 낚시성 콘텐츠'를 뜻함.",소셜 미디어 용어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 자극적인 콘텐츠를 비판적으로 바라보는 시각.,"[전 연령대: 인터넷] 논란이 되는 뉴스에 대해 ""이건 일부러 화내라고 만든 분노 미끼 같아요""라고 분석.",비판/분석,SNS
K-soulfood는볶음밥,"디저트, 볶음밥, 한국인 특, 국룰, 탄수화물",고기나 전골을 먹은 후 남은 양념에 밥을 볶아 먹는 것이 진정한 후식이라는 밈.,식사 마무리를 할 때 볶음밥을 주문하며.,"""배불러도 K-Soulfood는 볶음밥이니까 2개 볶자.""",볶음밥을 메인 요리로 먹는 상황보다는 '후식으로서의 볶음밥' 맥락에서 더 빛나는 밈임.,한국 식문화,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 한국인의 밥심과 식사 예절(?)을 유쾌하게 강조.,"[전 연령대: 회식] ""배불러도 볶음밥 배는 따로 있죠, 이건 K-디저트니까요""라고 너스레.",식탐/유머,음식
이가리메이크업,"숙취 메이크업, 일본 뷰티, 블러셔, 몽환, 트렌드",눈 밑에 붉은 블러셔를 진하게 발라 마치 술에 취한 듯(이가리) 보이게 하는 일본식 화장법.,독특하고 몽환적인 분위기를 낼 때.,"""오늘 컨셉은 이가리 메이크업. 좀 취해 보이나?""",회사에서 너무 진하게 하면 진짜 술 마시고 왔냐고 오해받음.,일본 뷰티 트렌드,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 최신 뷰티 트렌드를 알고 있음을 보여주는 용어.,"[10-20대: 여성] 볼 터치가 강조된 화장을 본 후 ""요즘 유행하는 이가리 스타일이네요""라고 아는 척.",트렌드/뷰티,화장
굽굽메컵,"구운 듯한, 웜톤, 음영, 토스트, 가을 감성",(추정) 빵을 구운 듯한 따뜻한 색감(토스트/베이지 계열)을 사용하는 메이크업.,가을이나 차분한 분위기를 연출하고 싶을 때.,"""가을이니까 굽굽 메컵으로 분위기 좀 바꿔봤어.""",피부가 탔다'는 부정적 의미가 아니라 '구운 쿠키처럼 노릇하고 따뜻한' 긍정적 미학임.,뷰티 유튜버,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 따뜻한 색감의 화장을 귀엽게 표현.,[20-30대: 뷰티] -,차분/따뜻,화장
음영스모키메컵,"스모키, 아이라인, 카리스마, 환불원정대, 쎈캐",눈가에 짙은 그림자(음영)를 주어 깊고 강렬한 눈매를 만드는 화장법.,강한 인상을 주거나 카리스마 있는 스타일링을 할 때.,"""오늘 발표라 음영 스모키 메컵 장착했어. 기선 제압 간다.""",눈가가 너무 검게만 칠해진 번진 화장(팬더)과는 구분되는 '섬세한 그라데이션'이 관건임.,뷰티 용어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 강렬하고 또렷한 인상을 주는 스타일.,"[20-40대: 여성] 중요한 미팅 날 ""오늘 음영 메이크업으로 힘 좀 줬습니다""라고 자신감 표현.",강함/세련,화장
아직할만해,"긍정, 오기, 체력, 야근, 버티기",힘들지만 정신력으로 버티고 있음을 반어적/긍정적으로 표현. (좀비 상태).,야근이나 시험 기간 중 서로의 생사를 확인할 때.,"""새벽 3시네? 하하, 아직 할 만해. (눈 풀림)""",진짜 괜찮은 줄 알고 일을 더 시키면 폭발함.,직장인/수험생,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 힘든 상황에서도 웃음을 잃지 않는 긍정적 태도(혹은 해탈).,"[전 연령대: 직장인] 야근 중인 동료에게 ""아직 할 만하시죠?""라고 물으며 커피 한 잔 건네기.",해탈/끈기,상태
할수있다나라면!,"자기암시, 자신감, 주문, 용기, 긍정",스스로에게 주문을 걸듯 할 수 있다고 외치는 긍정 밈.,중요한 발표나 도전을 앞두고 긴장을 풀 때.,"""떨지 마. 할 수 있다 나라면! 가보자고.""","자만심을 부리는 태도와는 다르며, 스스로에게 용기를 북돋아 주는 '셀프 응원'의 뉘앙스임.",자기계발/유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 스스로를 격려하는 건강한 주문.,"[전 연령대: 권장] 큰 업무를 앞두고 ""할 수 있다 나라면!""이라고 작게 외치며 마인드 컨트롤.",열정/용기,태도
사소해사소해,"쿨함, 괜찮아, 별거 아님, 멘탈 관리, 넘겨",실수를 했거나 문제가 생겼을 때 대수롭지 않게 넘기는 쿨한 태도.,동료가 실수해서 당황할 때 안심시켜주며 사용하는 말.,"""커피 좀 쏟았어? 사소해 사소해. 닦으면 돼.""",중대한 과실까지 사소하다고 우기면 책임감 없어 보임.,인터넷 방송/유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 실수를 감싸주고 분위기를 가볍게 만드는 마법의 단어.,"[전 연령대: 소통] 후배가 실수했을 때 ""괜찮아, 사소해 사소해. 수습하면 돼""라고 위로.",쿨/안심,위로
폭탄물설치가,"서든어택, 게임 사운드, 방귀, 팩폭, 테러","FPS 게임의 ""Bomb has been planted"" 사운드. 팩트 폭력이나 냄새나는 상황(방귀).","결정적인 한 방(팩트)을 날렸거나, 화생방 상황일 때.","""김 부장님 냄새... 폭탄물 설치가 완료되었습니다.""",실제 테러나 위험 상황으로 오해받을 수 있는 공공장소(공항 등)에서는 절대 사용 금지.,서든어택/카스,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 냄새나 충격적인 발언을 게임 효과음에 빗댐.,"[10-30대: 게이머] 회의 중 강력한 팩트 폭격이 나왔을 때 ""와, 폭탄 설치 완료됐네요""라고 농담.",유머/타격,게임
이놈은선이없네,"선 넘네, 무례함, 급발진, 경계, 선","""선을 넘는다""는 뜻. 정도를 지나친 말이나 행동을 하는 사람에게.",농담이 과하거나 예의 없는 행동을 하는 사람을 봤을 때.,"""와, 드립 봐라. 이 놈은 선이 없네.""",진지하게 화내기보다 유머러스하게 경고할 때 사용.,인터넷 방송/유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 상대방의 과한 행동을 유머러스하게 제지하는 표현.,"[전 연령대: 소통] 농담이 지나친 후배에게 ""어허, 김 대리 오늘 선이 없네?""라고 웃으며 경고.",경고/비판,태도
"staycore,staymeme","스테이 쿨, 초심, 유지, 핵심, 슬로건","""Stay cool"" 혹은 ""Stay core"". 핵심을 지키고 밈(트렌드)을 유지하라는 뜻.",변치 말고 쿨한 태도를 유지하자고 다짐하거나 격려할 때.,"""우리 우정 변치 말자. Stay core, stay meme.""","자극적인 유머를 기대하는 사람에게는 지루할 수 있으나, '디지털 디톡스'의 관점에서는 최고임.",캠페인/유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 초심을 잃지 말고 트렌디하게 살자는 긍정적 구호.,"[10-30대: 트렌드] 팀 구호로 ""항상 핵심을 놓치지 말자, Stay Core!""라고 외치면 멋짐.",쿨/다짐,슬로건
행운의 거북이,프로필에 거북이 사진을 올리면 행운이 온다는 놀이,"행운 부적, 프사 추천, 소원 성취, 럭키 밈, 귀여운 거북이",중요한 시험이나 티켓팅을 앞두고 행운을 빌며 거북이 짤을 공유할 때,"""내일 티켓팅 성공하려고 프사 행운의 거북이로 바꿨어.""",너무 진지하게 맹신하거나 강요하면 거부감,SNS 미신/유행,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 귀여운 미신을 공유하며 행운을 빌어주는 따뜻한 밈.,"[10-20대: SNS] 중요한 프로젝트를 앞둔 팀원에게 거북이 짤을 보내며 ""행운의 거북이가 도울 겁니다""라고 응원.",귀여움/기원,동물/미신
두바이 밈,두바이 초콜릿 유행에서 파생된 다양한 음식 변주,"편의점 신상, 디저트 유행, 피스타치오, 뇌절 음식, 핫템","구하기 힘든 두바이 초콜릿을 먹어보거나, 이를 변형한 퓨전 음식을 리뷰할 때","""이제 두바이 밈도 뇌절이네. 두바이 국밥까지 나오겠어.""",맛없는 괴식에 무리하게 '두바이'를 붙이면 비호감,틱톡 디저트 유행,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 없어서 못 파는 간식 이야기를 하며 스몰토크 주도.,"[전 연령대: 미식가] 편의점에서 두바이 초콜릿을 발견했을 때 ""이게 그 유명한 두바이 밈이군요!""라며 화제 전환.",호기심/식탐,음식
텀꾸,"""텀블러 꾸미기""의 줄임말","스탠리, 다꾸, 커스텀, 아이템 장식, 왓츠인마이백",자신의 개성을 드러내기 위해 텀블러를 화려하게 장식하고 SNS에 인증할 때,"""오늘 텀꾸 하려고 파츠 샀어. 완전 힙하지?""",과도한 소비를 조장하거나 배보다 배꼽이 더 큰 상황을 비판하기도 함,미국 Z세대 트렌드,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 동료의 화려한 텀블러를 보고 아는 척하기 좋음.,"[10-30대: 직장인] 탕비실에서 스티커 붙은 텀블러를 보며 ""오, 텀꾸 제대로 하셨네요? 예쁩니다""라고 칭찬.",개성/취미,취미/소비
